image_path,015,017,022,088,082,002,041,040,050,096,098,019,008,052,026,006,042,100,009,024,045,058,083,076,049,081,020,029,064,028,068,011,072,077,003,007,001,025,047,063,014,010,060,087,089,095,061,065,099,051,090,097,062,085,056,091,074,036,043,059,067,016,079,013,055,023,038,039,018,021,093,044,037,035,057,080,069,084,071,034,053,070,054,030,046,086,092,094,005,000,075,066,048,031,073,004,012,027,078
/mnt/AI_NAS/Data/현대캐피탈/data/images/260/A0022.jpg,✘,✘,✘,✘,✘,␣,✘,✔,"110,000",✘,∅,␣,✘,60,✘,✘,✔,␣,✘,␣,60,✘,␣,✘,␣,✘,✘,"70,000,000",✘,␣,✘,✘,✘,␣,✘,✘,✘,✘,␣,␣,✘,✘,✘,✘,✘,␣,✘,✘,␣,1,✘,✘,✘,✘,␣,✘,✘,␣,✘,✘,✘,✘,✘,␣,␣,✘,␣,␣,✘,✘,✘,1,✘,60,✘,✘,✘,✘,␣,✘,650000,✘,␣,2310000,540000,✘,✘,✘,✘,✘,✘,✘,␣,"67,690,000",✘,␣,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/260/A0023.jpg,✘,✘,✘,✘,✘,␣,✔,✘,"135,000",✘,∅,␣,✘,60,✘,✘,✔,␣,✘,␣,60,✘,␣,✘,␣,✘,✘,"30,000,000",✘,␣,✘,✘,✘,␣,✘,✘,✘,✘,␣,␣,✘,✘,✘,✘,✘,␣,✘,✘,␣,1,✘,✘,✘,✘,␣,✘,✘,␣,✘,✘,✘,✘,✘,␣,␣,✘,␣,␣,✘,✘,✘,1,✘,60,✘,✘,✘,✘,␣,✘,765000,✘,␣,"860,000",630000,✘,✘,✘,✘,✘,✘,✘,␣,"9,140,000",✘,␣,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/260/A0024.jpg,✘,✘,✘,✘,✘,␣,✘,✔,"55,000",✘,∅,␣,✘,60,✘,✘,✔,␣,✘,␣,60,✘,␣,✘,␣,✘,✘,30000000,✘,␣,✘,✘,✘,␣,✘,✘,✘,✘,␣,␣,✘,✘,✘,✘,✘,␣,✘,✘,␣,1,✘,✘,✘,✘,␣,✘,✘,␣,✘,✘,✘,✘,✘,␣,␣,✘,␣,␣,✘,✘,✘,1,✘,60,✘,✘,✘,✘,␣,✘,775000,✘,␣,1470000,720000,✘,✘,✘,✘,✘,✘,✘,␣,28530000,✘,␣,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/260/A0025.jpg,✘,✘,✘,✘,✘,␣,✔,✘,"80,000",✘,∅,␣,✘,60,✘,✘,✔,␣,✘,␣,60,✘,␣,✘,␣,✘,✘,60000000,✘,␣,✘,✘,✘,␣,✘,✘,✘,✘,␣,␣,✘,✘,✘,✘,✘,␣,✘,✘,␣,1,✘,✘,✘,✘,␣,✘,✘,␣,✘,✘,✘,✘,✘,␣,␣,✘,␣,␣,✘,✘,✘,1,✘,60,✘,✘,✘,✘,␣,✘,890000,✘,␣,4320000,810000,✘,✘,✘,✘,✘,✘,✘,␣,55680000,✘,␣,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/260/A0026.jpg,✘,✘,✘,✘,✘,␣,✘,✔,"105,000",✘,∅,␣,✘,60,✘,✘,✔,␣,✘,␣,60,✘,␣,✘,␣,✘,✘,"80,000,000",✘,␣,✘,✘,✘,␣,✘,✘,✘,✘,␣,␣,✘,✘,✘,✘,✘,␣,✘,✘,␣,1,✘,✘,✘,✘,␣,✘,✘,␣,✘,✘,✘,✘,✘,␣,␣,✘,␣,␣,✘,✘,✘,1,✘,60,✘,✘,✘,✘,␣,✘,"1,005,000",✘,␣,"1,680,000","900,000",✘,✘,✘,✘,✘,✘,✘,␣,"78,320,000",✘,␣,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/260/A0027.jpg,✘,✘,✘,✘,✘,␣,✔,✘,"120,000",✘,∅,␣,✘,60,✘,✘,✔,␣,✘,␣,60,✘,␣,✘,␣,✘,✘,"50,000,000",✘,␣,✘,✘,✘,␣,✘,✘,✘,✘,␣,␣,✘,✘,✘,✘,✘,␣,✘,✘,␣,1,✘,✘,✘,✘,␣,✘,✘,␣,✘,✘,✘,✘,✘,␣,␣,✘,␣,␣,✘,✘,✘,1,✘,60,✘,✘,✘,✘,␣,✘,"1,200,000",✘,␣,"2,950,000","1,080,000",✘,✘,✘,✘,✘,✘,✘,␣,"47,050,000",✘,␣,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/260/A0028.jpg,✘,✘,✘,✘,✘,␣,✘,✔,"145,000",✘,∅,␣,✘,60,✘,✘,✔,␣,✘,␣,60,✘,␣,✘,␣,✘,✘,"100,000,000",✘,␣,✘,✘,✘,␣,✘,✘,✘,✘,␣,␣,✘,✘,✘,✘,✘,␣,✘,✘,␣,1,✘,✘,✘,✘,␣,✘,✘,␣,✘,✘,✘,✘,✘,␣,␣,✘,␣,␣,✘,✘,✘,1,✘,60,✘,✘,✘,✘,␣,✘,1315000,✘,␣,"4,700,000",1170000,✘,✘,✘,✘,✘,✘,✘,␣,"95,300,000",✘,␣,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/260/A0029.jpg,✘,✘,✘,✘,✘,␣,✔,✘,"60,000",✘,∅,␣,✘,36,✘,✘,✔,␣,✘,␣,36,✘,␣,✘,␣,✘,✘,"53,000,000",✘,␣,✘,✘,✘,␣,✘,✘,✘,✘,␣,␣,✘,✘,✘,✘,✘,␣,✘,✘,␣,1,✘,✘,✘,✘,␣,✘,✘,␣,✘,✘,✘,✘,✘,␣,␣,✘,␣,␣,✘,✘,✘,1,✘,36,✘,✘,✘,✘,␣,✘,1320000,✘,␣,"3,000,000",1260000,✘,✘,✘,✘,✘,✘,✘,␣,"50,000,000",✘,␣,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/260/D0000.jpg,✘,✘,✔,✘,✘,맡아보던,✘,✘,"78,720,000",✘,∅,␣,✘,26,✘,✔,✘,␣,✔,2930000,16,✘,2808만원,✘,␣,✘,✔,"4,990,000",✘,"61,490,000",✘,✘,✔,␣,✔,✘,✔,✔,5,설립한,✔,✘,✔,✘,✘,후보를,✘,✔,1937296727,15,✘,✘,✘,✘,␣,✘,✘,␣,✘,✘,✘,✘,✘,방주02 네모진,␣,✘,"6,610,000",69.7,✔,✔,✔,␣,✘,33,✘,✔,✔,✔,␣,✘,"68,230,000",✘,13,␣,␣,✔,✘,✔,✔,✘,✔,✘,20,"6,490,000",✘,22,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/260/D0001.jpg,✘,✔,✘,✘,✘,이괄이,✘,✘,␣,✘,∅,␣,✘,36,✔,✔,✔,P6J339A,✘,"74,510,000",9,✘,1197만원,✘,␣,✘,✔,␣,✘,␣,✘,✘,✘,뒤늦게,✘,✔,✘,✔,23,␣,✔,✘,✔,✘,✘,처음,✔,✔,␣,␣,✘,✘,✘,✘,"5,240,000",✘,✔,15,✔,✘,✘,✔,✔,얼마만큼의 상품,6,✔,"15,440,000",28.3,✘,✘,✘,␣,✘,19,✔,✘,✘,✘,54세,✘,"56,730,000",✘,15,68770000,"3,130,000",✘,✘,✘,✔,✔,✔,✘,1,"3,180,000",✘,25,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/260/D0002.jpg,✘,✘,✘,✘,✘,편성한,✘,✘,"66,780,000",✔,∅,사견과,✔,4,✘,✘,✘,␣,✘,"38,310,000",34,✔,3642만원,✘,␣,✘,✔,␣,✔,␣,✔,✔,✘,뽑아냄.,✔,✘,✘,✔,␣,알리다.,✘,✘,✘,✔,✘,파심02,✘,✘,1564940859,7,✘,✔,✔,✔,"64,760,000",✔,✔,32,✘,✘,✘,✘,✘,␣,31,✔,␣,31.8,✔,✔,✘,34,✘,␣,✔,✔,✔,✘,60세,✘,␣,✘,10,␣,"65,880,000",✔,✘,✔,✔,✘,✔,✘,11,89240000,✘,19,✘,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/260/D0003.jpg,✔,✘,✔,✘,✘,␣,✘,✘,␣,✔,∅,일정한,✘,␣,✔,✘,✘,PP1JNQ9,✔,"4,340,000",␣,✘,␣,✔,"56,380,000",✘,✔,"29,420,000",✘,3180000,✘,✘,✘,␣,✔,✘,✔,✘,␣,모아들임.,✘,✔,✘,✘,✘,이르는,✘,✘,9625766670,22,✘,✔,✔,✘,␣,✔,✔,22,✘,✘,✘,✔,✔,"차던,",␣,✘,"18,780,000",␣,✘,✘,✔,␣,✘,2,✔,✘,✘,✘,39세,✔,"51,980,000",✘,8,␣,"31,290,000",✘,✘,✘,✘,✘,✘,✔,9,"3,570,000",✘,54,✔,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/260/D0004.jpg,✘,✘,✘,✘,✔,␣,✘,✘,"6,140,000",✔,∅,␣,✘,␣,✘,✘,✘,␣,✘,␣,5,✘,␣,✘,"22,190,000",✘,✘,4990000,✘,"3,390,000",✘,✘,✘,질병이라도,✔,✘,✘,✘,8,␣,✘,✘,✘,✘,✘,␣,✔,✘,1013387014,31,✘,✘,✔,✘,␣,✘,✘,15,✘,✘,✔,✔,✘,높은,7,✔,␣,␣,✘,✘,✘,10,✘,␣,✘,✘,✔,✘,␣,✘,"75,930,000",✘,␣,"15,440,000","19,130,000",✔,✘,✘,✔,✘,✔,✘,12,"49,680,000",✘,31,✔,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/260/D0005.jpg,✘,✘,✘,✔,✘,받지,✘,✘,␣,✔,∅,␣,✘,34,✘,✘,✘,PF77TT2,✘,␣,11,✘,␣,✘,"25,710,000",✘,✔,"14,890,000",✘,"1,120,000",✘,✘,✔,돈 따위를,✘,✘,✘,✘,␣,탐지하는,✘,✘,✔,✘,✘,소리 없이,✘,✔,9175590468,26,✘,✔,✘,✔,␣,✘,✘,␣,✔,✘,✔,✘,✔,임금의 거처.,24,✘,␣,␣,✔,✘,✔,25,✘,17,✘,✔,✔,✘,31세,✔,"8,620,000",✘,␣,␣,␣,✔,✘,✔,✔,✘,✘,✘,4,"45,680,000",✘,32,✘,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/260/D0006.jpg,✔,✘,✘,✘,✘,␣,✘,✘,"5,490,000",✔,∅,경솔한,✘,26,✘,✘,✘,␣,✘,"3,940,000",36,✔,4627만원,✔,␣,✘,✘,"4,570,000",✔,"1,150,000",✔,✘,✔,정련되다01,✘,✘,✘,✘,9,채권을,✘,✘,✔,✔,✘,먹고,✘,✘,9228552279,16,✔,✘,✘,✘,37860000,✘,✘,24,✘,✘,✘,✔,✘,펄스의 진폭위치지속,22,✘,␣,89.2,✔,✘,✘,27,✔,␣,✔,✘,✘,✘,58세,✔,"5,180,000",✘,12,"3,240,000","4,540,000",✘,✘,✔,✘,✘,✔,✘,␣,␣,✘,␣,✔,✔,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/260/D0007.jpg,✘,✘,✘,✔,✘,밝고,✘,✔,3540000,✔,∅,␣,✔,36,✔,✘,✔,PJHGYIN,✘,␣,27,✘,2350만원,✘,␣,✘,✘,78970000,✘,"94,120,000",✘,✘,✘,집.,✔,✘,✔,✘,33,무역,✘,✘,✘,✘,✔,␣,✘,✘,␣,30,✘,✔,✔,✔,"6,490,000",✔,✔,26,✔,✘,✔,✘,✔,␣,␣,✔,␣,␣,✘,✘,✘,␣,✔,23,✘,✔,✘,✔,62세,✔,"9,280,000",✘,11,"6,350,000",␣,✘,✘,✘,✔,✘,✔,✘,35,"98,270,000",✘,60,✔,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/260/D0008.jpg,✘,✔,✘,✘,✘,기둥을,✘,✘,59230000,✔,∅,알아보는,✘,27,✘,✘,✔,␣,✘,"3,760,000",25,✘,3693만원,✘,"67,150,000",✘,✘,"81,940,000",✘,"17,740,000",✘,✘,✘,␣,✘,✘,✔,✔,36,산업.,✘,✔,✘,✘,✘,␣,✘,✔,9398396259,23,✘,✔,✘,✘,"14,270,000",✘,✘,␣,✔,✘,✘,✘,✘,␣,␣,✔,␣,4.5,✘,✘,✘,␣,✔,1,✔,✔,✘,✔,␣,✘,"35,720,000",✔,1,␣,␣,✘,✘,✔,✘,✘,✘,✘,␣,7230000,✘,68,✘,✘,✘
