image_path,015,017,022,033,051,002,041,032,040,050,036,043,019,008,052,016,013,026,027,006,023,038,039,018,042,009,021,024,045,044,037,035,049,034,053,054,030,020,029,028,046,011,005,000,003,007,001,025,031,047,048,004,012,014,010
/mnt/AI_NAS/Data/현대캐피탈/data/images/685/A0010.jpg,"4,546,000",␣,"52,5150",␣,␣,유색,✘,2,␣,0,11.3,✘,8.3,✘,∅,"16,365,600",✘,✔,✘,✔,␣,200,✘,"45,460,000",✔,✘,60,␣,␣,✘,1만,␣,✘,␣,␣,␣,␣,1,␣,␣,✔,✘,␣,럭키카매매센터,5,✘,EV6,␣,␣,✘,✘,"40,914,000",✔,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/685/A0011.jpg,"4,533,000",␣,4989930,␣,␣,검정,✘,2,␣,0,6.2,✔,3.2,✘,∅,"16,318,800",✔,✘,✔,✔,␣,100,✘,"45,330,000",✘,✘,6,␣,␣,✘,2만,␣,✘,␣,␣,␣,␣,1,␣,␣,✔,✘,␣,드라이빙파트너스,4,✘,싼타페,␣,␣,✘,✘,"40,797,000",✘,6,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/685/A0012.jpg,"4,533,000",␣,2826170,␣,␣,흰색,✘,2,␣,0,19.9,✘,16.9,✔,∅,"16,318,800",✘,✔,✘,✔,␣,150,✘,"45,330,000",✔,✘,12,␣,␣,✘,1.5만,␣,✘,␣,␣,␣,␣,1,␣,␣,✔,✘,␣,오토플러스중고차,4,✘,␣,␣,␣,✔,✘,"40,797,000",✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/685/A0013.jpg,"4,512,000",␣,1329540,␣,␣,흰색,✘,2,␣,0,13.5,✔,10.5,✘,∅,"16,243,200",✘,✘,✔,✔,␣,200,✘,"45,120,000",✘,✔,24,␣,␣,✘,3만,␣,✘,␣,␣,␣,␣,1,␣,␣,✔,✘,␣,카젠중고차,1,✘,G80,␣,␣,✘,✔,"40,608,000",✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/685/A0014.jpg,"4,423,000",␣,818550,␣,␣,검정,✘,2,␣,0,7.1,✘,4.1,✘,∅,"15,922,800",✘,✔,✘,✔,␣,100,✘,"44,230,000",✔,✘,36,␣,␣,✘,1만,␣,✔,␣,␣,␣,␣,1,␣,␣,✔,✘,␣,드림팀자동차,1,✘,G80,␣,␣,✘,✘,"39,807,000",✘,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/685/A0015.jpg,"4,238,000",␣,642480,␣,␣,검정,✘,2,␣,0,16.7,✔,13.7,✘,∅,"15,256,800",✘,✘,✔,✘,␣,150,✘,"42,380,000",✘,✘,48,␣,␣,✔,2만,␣,✘,␣,␣,␣,␣,1,␣,␣,✘,✔,␣,굿카매매상사,2,✔,E클래스,␣,␣,✔,✘,"38,142,000",✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/685/A0016.jpg,"4,225,000",␣,486270,␣,␣,검정,✘,2,␣,0,10.9,✘,7.9,✘,∅,"15,210,000",✘,✔,✘,✘,␣,200,✘,"42,250,000",✔,✘,60,␣,␣,✘,1.5만,␣,✘,␣,␣,␣,␣,1,␣,␣,✔,✘,␣,스타카중고차,1,✔,쏘렌토,␣,␣,✘,✔,"38,025,000",✔,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/685/A0017.jpg,"4,221,000",␣,5213780,␣,␣,검정,✘,2,␣,0,18.8,✔,15.8,✘,∅,"15,195,600",✔,✘,✔,✘,␣,100,✘,"42,210,000",✘,✘,6,␣,␣,✘,3만,␣,✔,␣,␣,␣,␣,1,␣,␣,✔,✘,␣,해피모터스,2,✔,카니발,␣,␣,✘,✘,"37,989,000",✘,6,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/685/A0018.jpg,"4,213,000",␣,2325580,␣,␣,검정,✘,2,␣,␣,6.5,✘,3.5,✔,∅,"15,166,800",✘,✔,✘,✘,␣,150,✘,"42,130,000",✔,✘,12,␣,␣,✘,1만,␣,✘,␣,␣,␣,␣,1,␣,␣,✔,✘,␣,탑카자동차,1,✔,그랜저,␣,␣,✔,✘,"37,917,000",✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/685/A0019.jpg,"4,159,000",␣,1211100,␣,␣,유색,✘,2,␣,␣,12.2,✔,9.2,✘,∅,"14,972,400",✘,✘,✔,✘,␣,200,✘,"41,590,000",✘,✔,24,␣,␣,✘,2만,␣,✘,␣,␣,␣,␣,1,␣,␣,✔,✘,␣,에이스중고차,4,✔,쏘렌토,␣,␣,✘,✔,"37,431,000",✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/685/A0020.jpg,"4,129,000",␣,863240,␣,␣,유색,✘,2,␣,␣,20.6,✘,17.6,✘,∅,"14,864,400",✘,✔,✘,✘,␣,100,✘,"41,290,000",✔,✘,36,␣,␣,✘,1.5만,␣,✔,␣,␣,␣,␣,1,␣,␣,✔,✘,␣,드라이브존,4,✔,쏘렌토,␣,␣,✘,✘,"37,161,000",✘,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/685/A0021.jpg,"4,121,000",␣,577490,␣,␣,유색,✘,2,␣,0,8.1,✔,5.1,✘,∅,"14,835,600",✘,✘,✔,✘,␣,150,✘,"41,210,000",✘,✘,48,␣,␣,✘,3만,␣,✘,␣,␣,␣,␣,1,␣,␣,✔,✔,␣,카스타중고차,5,✔,EV6,␣,␣,✔,✘,"37,089,000",✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/685/A0022.jpg,"4,031,000",␣,"481,140",␣,␣,흰색,✘,2,␣,␣,14.9,✘,11.9,✘,∅,"14,511,600",✘,✔,✘,✘,␣,200,✘,"40,310,000",✔,✘,60,␣,␣,✘,1만,␣,✘,␣,␣,␣,␣,1,␣,␣,✔,✘,␣,챔피언자동차,1,✔,G80,␣,␣,✘,✔,"36,279,000",✔,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/685/A0023.jpg,"4,005,000",␣,"4,541,140",␣,␣,검정,✘,2,␣,0,9.3,✔,6.3,✘,∅,"14,418,000",✔,✘,✔,✘,␣,100,✘,"40,050,000",✘,✘,6,␣,␣,✘,2만,␣,✘,␣,␣,␣,␣,1,␣,␣,✔,✘,␣,킹카매매센터,2,✔,모하비,␣,␣,✘,✔,"36,045,000",✘,6,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/685/A0024.jpg,"4,002,000",␣,2446020,␣,␣,유색,✘,2,␣,0,17.6,✘,14.6,✔,∅,"14,407,200",✘,✔,✘,✘,␣,150,✘,"40,020,000",✔,✘,12,␣,␣,✘,1.5만,␣,✘,␣,␣,␣,␣,1,␣,␣,✔,✘,␣,파인드카중고차,1,✔,G80,␣,␣,✔,✘,"36,018,000",✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/685/A0025.jpg,3939000,␣,1141780,␣,␣,검정,✘,2,␣,0,11.7,✔,8.7,✘,∅,"14,180,400",✘,✘,✔,✘,␣,200,✘,"39,390,000",✘,✔,24,␣,␣,✘,3만,␣,✘,␣,␣,␣,␣,1,␣,␣,✔,✘,␣,드림위드자동차,1,✔,G80,␣,␣,✘,✔,"35,451,000",✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/685/A0026.jpg,"3,886,000",␣,711570,␣,␣,검정,✘,2,␣,0,6,✘,3,✘,∅,"13,989,600",✘,✔,✘,✘,␣,100,✘,"38,860,000",✔,✘,36,␣,␣,✘,1만,␣,✔,␣,␣,␣,␣,1,␣,␣,✔,✘,␣,오토뱅크중고차,1,✔,GV70,␣,␣,✘,✘,"34,974,000",✘,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/685/A0027.jpg,"3,859,000",␣,598920,␣,␣,흰색,✘,2,␣,0,19.4,✔,16.4,✘,∅,"13,892,400",✘,✘,✔,✘,␣,150,✘,"38,590,000",✘,✘,48,␣,␣,✘,2,␣,✘,␣,␣,␣,␣,1,␣,␣,✔,✔,␣,카플러스매매상사,1,✔,␣,␣,␣,✔,✘,"34,731,000",✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/685/A0028.jpg,"3,817,000",␣,448270,␣,␣,유색,✘,2,␣,0,13.1,✘,10.1,✘,∅,"13,741,200",✘,✔,✘,✘,␣,200,✘,"38,170,000",✔,✘,60,␣,␣,✘,3만,␣,✘,␣,␣,␣,␣,1,␣,␣,✔,✘,␣,드림카랜드,2,✔,카니발,␣,␣,✘,✔,"34,353,000",✔,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/685/A0029.jpg,"3,815,000",␣,4069330,␣,␣,유색,✘,2,␣,0,9.1,✔,6.1,✘,∅,"13,734,000",✔,✘,✔,✘,␣,150,✘,"38,150,000",✘,✘,6,␣,␣,✘,1.5만,␣,✔,␣,␣,␣,␣,1,␣,␣,✔,✘,␣,썬라이즈자동차,1,✔,K8,␣,␣,✘,✘,"34,335,000",✘,6,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/685/D0000.jpg,␣,␣,␣,31710000,호연하여,␣,✘,95.9,"4,530,000","5,160,000",51.6,✔,␣,✘,∅,␣,✘,✘,✘,✘,28,␣,✔,"49,650,000",✘,✘,␣,17,␣,✘,다시,1.1,✘,19420000,9266029305,LOD9QYH,42.6,26,"38,990,000",␣,✔,✔,이루어졌다.,건설한,9,✘,CR-V 아베오,"6,820,000","73,490,000",✘,✘,8350000,✘,32,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/685/D0001.jpg,"9,530,000","87,670,000",␣,␣,용어.,␣,✘,␣,82870000,"5,450,000",1.0,✘,␣,✔,∅,␣,✘,✘,✘,✘,35,모자. 양장할,✘,94490000,✔,✔,30,␣,"7,550,000",✘,␣,81.4,✘,␣,9348478990,LMAM9RX,90.8,15,␣,59.2,✘,✔,모든 점포가,␣,␣,✘,␣,"18,240,000",␣,✘,✘,␣,✔,32,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/685/D0002.jpg,"38,590,000",␣,"1,580,000","9,810,000","콩팥, 요도",␣,✘,64.6,␣,3140000,82.2,✘,37.3,✘,∅,␣,✔,✔,✘,✔,19,있는,✔,"95,810,000",✘,✘,32,29,"45,830,000",✘,항아리,␣,✘,"81,820,000",1862990007,␣,␣,17,"69,810,000",16.0,✘,✘,단축 결정의,␣,18,✘,e-트론 X5,␣,␣,✔,✘,"18,440,000",✘,10,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/685/D0003.jpg,"81,650,000","28,340,000","13,930,000","22,890,000",위한 특수,못하고,✘,48.8,␣,"8,950,000",93.3,✘,45.5,✔,∅,"82,710,000",✔,✘,✔,✘,␣,혼례를,✘,18680000,✘,✘,32,␣,"95,490,000",✔,서로 대립하여,␣,✘,"43,250,000",␣,␣,53.3,18,"3,520,000",77.6,✔,✘,␣,␣,9,✘,␣,87210000,"17,980,000",✘,✘,6740000,✘,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/685/D0004.jpg,"39,440,000",65540000,"67,650,000","3,780,000",방차03,언짢은,✘,␣,"64,330,000",45210000,␣,✘,39.4,✘,∅,␣,✘,✔,✔,✘,␣,␣,✔,1510000,✘,✘,␣,12,"4,690,000",✔,␣,5.7,✘,"50,530,000",1416628193,LMVLQDU,3.1,␣,1110000,37.7,✘,✔,␣,진개장,18,✔,GLA 벤츠,"48,280,000",59310000,✔,✘,"34,320,000",✔,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/685/D0005.jpg,"5,750,000","36,720,000",␣,"7,390,000",여름새로,보세요.,✘,23.1,␣,2640000,18.1,✔,␣,✘,∅,␣,✘,✘,✔,✔,32,␣,✘,␣,✘,✘,27,␣,"93,510,000",✘,전부나 일부를,90.2,✘,␣,␣,␣,␣,␣,"9,410,000",␣,✘,✔,채굴하거나,가을을,␣,✘,스타리아쉐보레 코롤라,"46,480,000","73,350,000",✘,✘,␣,✘,15,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/685/D0006.jpg,"5,910,000","5,610,000",␣,␣,하면,안아맹이,✘,␣,␣,"91,960,000",90.5,✘,␣,✔,∅,␣,✘,✘,✘,✘,35,"1,412미터. 함",✘,9770000,✘,✘,␣,33,"1,660,000",✘,당두하여,96.7,✘,"2,670,000",1704798698,LXB3N4J,88.0,13,"38,580,000",49.0,✘,✔,있음. 저명,␣,2,✘,␣,"64,860,000",␣,✘,✘,"7,310,000",✘,21,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/685/D0007.jpg,"7,720,000",␣,␣,"95,780,000",␣,원칙,✘,50.3,"3,770,000",␣,38.6,✘,98.6,✘,∅,5340000,✘,✔,✘,✘,30,작품이다. 조선,✘,51830000,✘,✔,13,1,"62,350,000",✘,␣,30.0,✘,"1,880,000",␣,␣,␣,23,␣,␣,✔,✘,␣,␣,␣,✘,트랙스 GV90,␣,"24,160,000",✘,✘,␣,✘,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/685/D0008.jpg,25240000,"35,710,000",␣,"6,230,000",들고 응접실로,일.,✔,72.0,1190000,␣,41.6,✘,␣,✘,∅,"39,120,000",✘,✘,✔,✔,10,말.,✘,␣,✔,✘,␣,28,␣,✘,풍속. 나쁜,␣,✘,64790000,␣,LKLLRS3,55.8,4,"8,410,000",␣,✘,✘,␣,콩을,4,✘,X5 타이칸,"17,890,000","7,140,000",✘,✔,␣,✔,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/685/D0009.jpg,"7,620,000",␣,"4,780,000","94,380,000",부추겼다. 물체의,␣,✔,11.6,4880000,"6,880,000",␣,✘,␣,✘,∅,"23,180,000",✘,✔,✔,✘,32,시약에,✘,3560000,✘,✘,9,23,"98,430,000",✘,␣,␣,✘,"88,460,000",1614521279,LDZ4RV8,72.7,2,97740000,42.4,✔,✘,␣,용액의,␣,✔,혼다 i30,"8,680,000","9,450,000",✘,✘,"38,590,000",✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/685/E0000.jpg,"62,170,000","25,880,000",␣,"4,870,000",8년(1426)에,␣,✘,␣,"88,620,000","83,560,000",␣,✔,42.4,✔,∅,␣,✘,✘,✘,✔,36,"시대에,",✘,"67,150,000",✔,✔,22,␣,"6,910,000",✔,문서에,6.1,✘,␣,9331567536,L112UJY,10.6,18,"2,110,000",␣,✘,✔,쇠고기,모물전에서,␣,✘,␣,28510000,"5,220,000",✘,✔,"56,890,000",✔,29,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/685/E0001.jpg,"93,910,000",␣,"63,640,000","6,730,000",첨벙거리던 물소리가,만들어,✔,76.5,"41,540,000","21,740,000",6.6,✘,␣,✘,∅,"35,330,000",✔,✘,✘,✘,␣,지화04 종이로,✘,"7,990,000",✘,✘,␣,␣,"56,890,000",✘,대학에,96.4,✔,4440000,9263483731,LCX4XCD,55.8,21,␣,␣,✘,✔,매우,나가르주나의,19,✔,␣,1830000,"26,320,000",✔,✔,␣,✔,2,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/685/E0002.jpg,"2,310,000","66,660,000",␣,"8,950,000",␣,"뜻으로,",✘,19.1,"3,160,000",37850000,98.6,✘,66.2,✘,∅,"85,580,000",✘,✘,✘,✔,35,팽이처럼 도는,✘,"92,710,000",✘,✘,␣,␣,␣,✘,␣,83.0,✘,"6,310,000",1264439776,L3HQA5X,␣,2,␣,27.9,✘,✘,같은,맡아,␣,✘,e-트론 스타리아쉐보레,91120000,"37,590,000",✘,✔,"8,990,000",✔,32,✔
