image_path,015,017,022,088,082,002,050,096,098,019,008,052,026,006,042,100,009,024,045,058,083,076,049,081,020,029,064,028,068,011,072,077,003,007,001,025,047,063,014,010,060,087,089,095,061,065,099,051,033,090,097,062,032,085,056,091,074,036,043,059,067,016,079,013,055,023,018,021,093,044,035,057,080,069,084,071,034,053,070,054,046,086,092,094,005,000,075,066,048,073,004,012,027,078
/mnt/AI_NAS/Data/현대캐피탈/data/images/326/D0000.jpg,✔,✘,✔,✘,✔,␣,␣,✘,∅,␣,✘,23,✘,✔,✘,P2COYPF,✔,"65,760,000",6,✔,2077만원,✘,"43,350,000",✘,✔,"68,640,000",✘,␣,✘,✘,✔,실록.,✔,✘,✘,✘,␣,뀀대,✔,✘,✘,✘,✘,␣,✔,✘,␣,␣,␣,✔,✘,✘,여러,✘,␣,✔,✘,␣,✔,✔,✘,✘,✘,좀스러운 일.,20,✘,✘,✔,✘,␣,33,✘,✔,✔,✘,78세,✘,"31,330,000",✘,15,␣,✘,✘,✘,✘,✘,✘,✘,25,✘,33,✔,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/326/D0001.jpg,✘,✘,✔,✔,✘,쳐,"65,890,000",✔,∅,␣,✘,25,✔,✘,✔,PZ7YWT0,✘,␣,23,✘,3376만원,✘,␣,✘,✘,"48,120,000",✘,␣,✔,✘,✔,␣,✘,✘,✘,✘,30,가장,✔,✔,✘,✔,✘,되다,✘,✘,9944351997,7,65320000,✘,✘,✘,"길이,",✔,"2,120,000",✘,✘,17,✘,✘,✘,✘,✘,참연02 참연하다0,␣,✔,✘,✘,✘,␣,18,✘,✘,✘,✘,75세,✘,"74,530,000",✔,␣,"12,360,000",✘,✘,✘,✔,✔,✔,✘,␣,✘,37,✔,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/326/D0002.jpg,✘,✔,✔,✘,✘,병이다.,"17,110,000",✘,∅,␣,✘,25,✔,✔,✘,PK2OIFB,✘,"44,110,000",24,✘,4914만원,✘,"4,960,000",✘,✔,"9,390,000",✘,74370000,✘,✘,✘,␣,✘,✘,✘,✘,12,␣,✘,✘,✔,✘,✘,있는,✘,✘,9931025071,8,␣,✘,✘,✘,␣,✔,"55,170,000",✘,✘,␣,✘,✔,✘,✔,✘,죄를,22,✘,✘,✘,✘,␣,␣,✔,✘,✘,✘,73세,✘,␣,✘,32,"77,730,000",✔,✘,✘,✘,✘,✔,✘,␣,✘,22,✘,✔,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/326/D0003.jpg,✘,✘,✘,✘,✘,올,4450000,✔,∅,␣,✘,26,✘,✘,✘,␣,✘,"75,270,000",34,✘,1116만원,✘,"3,890,000",✘,✘,74440000,✘,"7,910,000",✘,✘,✘,데서 유래한다.,✘,✔,✘,✘,␣,␣,✔,✘,✘,✔,✔,지대로,✔,✘,9441913364,28,"41,750,000",✘,✔,✘,납작하게,✘,␣,✘,✔,32,✘,✔,✘,✘,✘,␣,23,✘,✘,✘,✘,␣,24,✘,✘,✘,✘,␣,✘,42770000,✘,11,"54,610,000",✔,✘,✔,✔,✘,✘,✔,␣,✔,50,✔,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/326/D0004.jpg,✔,✘,✘,✘,✘,"있는데,","49,180,000",✔,∅,감기로,✘,36,✔,✔,✘,␣,✘,␣,22,✘,1070만원,✔,"8,930,000",✘,✔,11670000,✘,␣,✘,✘,✘,␣,✔,✘,✘,✘,␣,추파를,✘,✔,✔,✘,✘,스피커를,✘,✘,␣,13,␣,✔,✘,✔,␣,✘,"3,940,000",✔,✔,21,✔,✘,✔,✔,✔,크게 하는,34,✘,✘,✘,✘,␣,14,✔,✔,✘,✔,71세,✘,52420000,✔,14,"1,380,000",✘,✔,✘,✘,✘,✘,✘,␣,✘,56,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/326/D0005.jpg,✔,✘,✔,✘,✘,␣,␣,✔,∅,없는,✘,12,✘,✘,✘,PUX6ZBO,✔,"7,760,000",␣,✘,2370만원,✔,"6,890,000",✔,✘,␣,✔,␣,✘,✘,✘,␣,✘,✘,✔,✘,33,길다.,✘,✘,✘,✔,✘,가장자리. 길의,✘,✔,␣,14,␣,✘,✘,✘,현상을,✔,"8,430,000",✘,✘,␣,✔,✘,✔,✘,✘,␣,21,✔,✔,✔,✘,24,␣,✔,✘,✘,✘,␣,✘,49170000,✔,␣,␣,✔,✘,✘,✘,✘,✘,✘,6,✔,79,✔,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/326/D0006.jpg,✘,✘,✘,✘,✘,␣,␣,✘,∅,␣,✔,␣,✘,✘,✘,PHVR3YJ,✘,␣,12,✘,␣,✘,"8,240,000",✘,✘,␣,✘,"58,160,000",✘,✘,✔,작가와 연대는,✔,✘,✘,✘,28,음식을,✘,✘,✘,✘,✔,위한,✘,✘,1030037106,17,"48,220,000",✔,✘,✘,␣,✘,1340000,✘,✘,17,✘,✔,✘,✔,✔,␣,18,✔,✔,✔,✘,␣,␣,✔,✘,✘,✘,58세,✔,85870000,✔,7,␣,✘,✘,✘,✘,✔,✔,✘,34,✘,␣,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/326/D0007.jpg,✔,✘,✘,✘,✔,속.,"41,610,000",✔,∅,지급되는,✔,4,✘,✘,✔,PRK1K8W,✘,"2,390,000",25,✘,4939만원,✘,"1,320,000",✘,✔,"5,310,000",✘,"42,370,000",✔,✔,✔,␣,✘,✘,✘,✘,35,␣,✘,✔,✘,✘,✔,발음은 원칙적으로,✘,✘,9914444195,28,␣,✔,✔,✘,수령이,✘,"2,790,000",✘,✘,23,✘,✘,✘,✘,✘,중국,5,✔,✘,✔,✘,10,␣,✘,✔,✘,✔,␣,✔,"49,420,000",✘,35,␣,✔,✘,✔,✘,✔,✔,✔,28,✔,␣,✔,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/326/D0008.jpg,✘,✘,✔,✘,✘,자꾸,"15,980,000",✔,∅,날을,✘,␣,✔,✘,✘,P2CGQCT,✘,"4,570,000",␣,✔,1753만원,✘,␣,✔,✘,"87,770,000",✔,"37,850,000",✘,✔,✘,그보다,✔,✘,✔,✔,15,수레나,✘,✘,✘,✘,✘,강하가,✘,✘,1442878951,25,"46,130,000",✘,✘,✘,불합격품,✔,␣,✘,✘,␣,✘,✔,✘,✔,✔,미국에서,21,✘,✘,✔,✘,␣,29,✔,✘,✔,✔,69세,✔,␣,✘,15,"56,540,000",✘,✘,✘,✘,✘,✔,✔,15,✘,21,✔,✘,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/326/D0009.jpg,✘,✘,✘,✘,✘,마음이,"69,550,000",✔,∅,사람을,✘,12,✘,✔,✘,␣,✘,␣,␣,✔,2335만원,✔,5440000,✘,✘,"5,820,000",✘,␣,✘,✘,✔,␣,✔,✘,✔,✘,13,␣,✔,✔,✔,✘,✔,magma,✔,✔,1313618083,35,"8,690,000",✔,✔,✘,␣,✘,␣,✘,✔,␣,✔,✘,✘,✔,✘,법식에,␣,✔,✘,✘,✘,13,28,✔,✘,✘,✘,19세,✔,"3,650,000",✘,3,"7,630,000",✘,✔,✔,✘,✔,✔,✘,21,✘,32,✔,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/326/D0010.jpg,✘,✔,✔,✘,✘,구조.,␣,✔,∅,␣,✘,5,✘,✔,✘,␣,✔,6880000,␣,✔,2008만원,✘,"8,120,000",✔,✔,"1,920,000",✔,58870000,✘,✘,✘,아래팔과 손바닥의,✘,✘,✔,✔,14,␣,✘,✔,✔,✔,✘,␣,✔,✘,9708108575,␣,"72,620,000",✘,✘,✘,␣,✘,␣,✘,✘,15,✘,✘,✘,✘,✘,미국의 소설가평론가,33,✔,✘,✔,✘,4,8,✘,✘,✔,✘,29세,✘,"56,710,000",✘,1,"5,290,000",✘,✔,✘,✘,✔,✘,✘,35,✘,␣,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/326/D0011.jpg,✘,✘,✘,✔,✘,␣,"9,370,000",✘,∅,질기고,✔,20,✔,✘,✘,PAUIY91,✘,␣,␣,✘,4881만원,✔,"13,760,000",✘,✘,31110000,✘,7830000,✘,✘,✘,내부에,✔,✘,✘,✘,31,따위가,✘,✘,✘,✘,✘,발풀고사리,✔,✘,␣,22,"7,770,000",✔,✘,✘,제도학파를,✔,"6,680,000",✘,✘,7,✔,✘,✘,✘,✘,바라보고,23,✘,✔,✘,✘,33,29,✘,✘,✘,✘,␣,✘,␣,✘,␣,␣,✘,✘,✘,✘,✔,✔,✘,␣,✘,␣,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/326/E0000.jpg,✘,✘,✘,✘,✘,␣,"33,790,000",✔,∅,들어간다.,✘,␣,✔,✘,✘,TDODQQD,✘,"34,110,000",28,✘,3853만원,✘,␣,✘,✘,7540000,✘,␣,✘,✘,✘,␣,✘,✔,✘,✘,1,␣,✘,✘,✘,✘,✘,상투만,✘,✔,1040176899,15,"21,350,000",✘,✔,✘,␣,✔,␣,✘,✘,␣,✘,✘,✘,✘,✘,␣,33,✘,✔,✘,✔,16,7,✘,✘,✘,✘,41세,✔,6480000,✘,␣,88690000,✔,✘,✔,✘,✔,✘,✘,␣,✘,64,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/326/E0001.jpg,✔,✘,✔,✘,✘,어떤,␣,✘,∅,옮겨,✘,␣,✔,✘,✔,␣,✔,␣,␣,✔,3869만원,✘,"57,320,000",✘,✔,64270000,✘,"81,270,000",✔,✘,✘,␣,✘,✘,✘,✘,␣,전기를,✘,✘,✘,✘,✔,조금씩,✔,✘,␣,2,"78,170,000",✔,✘,✘,한,✘,␣,✘,✔,␣,✘,✘,✔,✘,✔,␣,18,✘,✔,✘,✔,␣,14,✘,✘,✘,✘,␣,✘,72520000,✘,18,"7,660,000",✘,✔,✘,✘,✘,✘,✘,7,✘,22,✔,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/326/E0002.jpg,✔,✔,✘,✔,✘,지상의,4540000,✔,∅,자루를,✘,14,✘,✘,✔,THMWUJQ,✘,"9,830,000",27,✘,1812만원,✘,4960000,✘,✘,"74,220,000",✘,␣,✔,✔,✘,␣,✔,✔,✘,✘,26,중심으로,✘,✔,✘,✘,✘,흔들리거나,✔,✔,9156177112,6,"8,150,000",✘,✔,✘,댓돌에서,✔,"8,610,000",✘,✔,␣,✘,✘,✘,✔,✘,간댕 간댕거리다의,32,✘,✔,✘,✘,␣,␣,✔,✔,✔,✔,␣,✘,"61,420,000",✔,12,"26,270,000",✔,✘,✘,✘,✔,✔,✔,8,✘,35,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/326/E0003.jpg,✘,✘,✘,✘,✔,␣,"9,950,000",✘,∅,목숨.,✘,12,✘,✘,✘,TT3EF23,✘,␣,8,✘,1909만원,✘,12550000,✔,✘,"81,360,000",✘,"72,770,000",✔,✘,✔,␣,✘,✘,✘,✘,␣,␣,✘,✔,✔,✘,✘,수,✘,✔,9615140453,␣,"5,420,000",✔,✘,✘,주도이다.,✘,"99,910,000",✔,✔,␣,✘,✘,✘,✘,✔,실뽕,␣,✔,✘,✘,✔,24,35,✘,✔,✘,✘,␣,✘,␣,✘,11,53240000,✘,✘,✘,✘,✔,✘,✘,␣,✘,␣,✘,✔,✘
