image_path,065,067,020,064,070,069,046,049,066,023,063,021,045,019,044,068,022,047,062,048,018
/mnt/AI_NAS/Data/현대캐피탈/data/images/110/A0018.jpg,✘,✘,✘,✘,␣,␣,✘,✘,✘,✘,✔,✘,✔,✔,✘,SP00NAB021,✘,✘,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/110/A0019.jpg,✘,✘,✘,✘,␣,␣,✘,✘,✘,✘,✔,✘,✔,✔,✘,SP00NAB021,✘,✘,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/110/A0020.jpg,✘,✘,✘,✘,␣,␣,✘,✘,✘,✘,✔,✘,✔,✔,✘,SP00NAB021,✘,✘,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/110/A0021.jpg,✘,✘,✘,✘,␣,␣,✘,✘,✘,✘,✔,✘,✔,✔,✘,SP00NAB021,✘,✘,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/110/A0022.jpg,✘,✘,✘,✘,␣,␣,✘,✘,✘,✘,✔,✘,✔,✔,✘,SP00NAB021,✘,✘,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/110/A0023.jpg,✘,✘,✘,✘,␣,␣,✘,✘,✘,✘,✔,✘,✔,✔,✘,SP00NAB021,✘,✘,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/110/A0024.jpg,✘,✘,✘,✘,␣,␣,✘,✘,✘,✘,✔,✘,✔,✔,✘,SP00NAB021,✘,✘,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/110/A0025.jpg,✘,✘,✘,✘,␣,␣,✘,✘,✘,✘,✔,✘,✔,✔,✘,SP00NAB021,✘,✘,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/110/A0026.jpg,✘,✘,✘,✘,␣,␣,✘,✘,✘,✘,✔,✘,✔,✔,✘,SP00NAB021,✘,✘,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/110/A0027.jpg,✘,✘,✘,✘,␣,␣,✘,✘,✘,✘,✔,✘,✔,✔,✘,SP00NAB021,✘,✘,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/110/A0028.jpg,✘,✘,✘,✘,␣,␣,✘,✘,✘,✘,✔,✘,✔,✔,✘,SP00NAB021,✘,✘,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/110/A0029.jpg,✘,✘,✘,✘,␣,␣,✘,✘,✘,✘,✔,✘,✔,✔,✘,SP00NAB021,✘,✘,✘,✘,✘
